"text","label","author","category","original_id"
"Prince Charles and Prince William never travel on the same airplane in case there is a crash.","fact","djtech.net","","f6d344c4a853ddf06572cbaf9b58d953"
"The electric chair was invented by a dentist.","fact","djtech.net","","1c7d8f7a7ebb804addf2cbd60b454db7"
"Hannibal had only one eye after getting a disease while attacking Rome.","fact","djtech.net","","f94565fbc28caccb24a8c41058a6e4a3"
"Tigers have striped skin, not just striped fur.","fact","djtech.net","","a9b751e6f539fe385aa269e2ce595626"
"The national anthem of Greece has 158 verses.","fact","djtech.net","","b62da4ff3938e279c95c555c7274b322"
"Humphrey Bogart NEVER said “Play it again, Sam” in Casablanca","fact","djtech.net","","ffd95084dbd1cf86fdc60f6225492a5f"
"Mount Olympus Mons on Mars is three times the size of Mount Everest.","fact","djtech.net","","cc0a676a9b71b1f3eba4b2f4b849251f"
"The Great Wall of China is the only man-made structure visible from space.","fact","djtech.net","","fed26ab4f88901568ba31978191ada33"
"The Hawaiian alphabet has only 12 letters.","fact","djtech.net","","c8a3975f5d65e49951abf39c68574355"
"The placement of a donkey's eyes in it’s' heads enables it to see all four feet at all times!","fact","djtech.net","","9b14a88ccc7fd2e027c1b97de389c1be"
"""You"" is the second most spoken English word","fact","djtech.net","","8c57484c9771605deb7dec0b6c77eded"
"The human heart creates enough pressure when it pumps out to the body to squirt blood 30 feet.","fact","djtech.net","","4ca9fecd845ea70094b30987a5af48d6"
"In a survey of 200000 ostriches over 80 years, not one tried to bury its head in the sand.","fact","djtech.net","","f843e7be9ff3ee45d261b4acfae9733f"
"Kelsey Grammar sings and plays the piano for the theme song of Fraiser.","fact","djtech.net","","7b5755a7ba9e53048ae26bc77c8236f6"
"The praying mantis is the only insect that can turn its head","fact","djtech.net","","a1efb2e9ef6680e3ad49fda1fa7568d6"
"The male seahorse carries the eggs until they hatch instead of the female.","fact","djtech.net","","6042d2435380a850ef424b5c9087a59c"
"The most common name in world is Mohammed.","fact","djtech.net","","662adc41ace23ea100c4bde8ffee3912"
"The 3 most valuable brand names on earth are Marlboro, Coca-Cola, and Budweiser (in that order).","fact","djtech.net","","c5436252a5c49683ab2ce7ec582689fe"
"Average number of days a West German goes without washing his underwear: 7","fact","djtech.net","","b430a5972f82935200b553a51ab74e32"
"The average cough comes out of your mouth at 60 miles (96.5 km) per hour.","fact","djtech.net","","636d6a5df33c590d6405fbf22620c614"
"The longest place-name still in use is: Taumatawhakatangihangakoauauotamateaturipukakapikimaungahoronukupokaiakitnatahu, a New Zealand hill.","fact","djtech.net","","4e3dc922ed83f4c6eead46418094740d"
"Pearls melt in vinegar.","fact","djtech.net","","66f87f99e8c27e1c15c9ecba5528fcea"
"On an American one-dollar bill, there is an owl in the upper left-hand corner of the ""1""encased in the ""shield"" and a spider hidden in the front upper right-hand corner.","fact","djtech.net","","ec7898bd8b4eeb3c8f681def68d74b5e"
"There are only four words in the English language which end in ""dous"": tremendous, horrendous, stupendous, and  hazardous.","fact","djtech.net","","c268ba665ec6daf823151d261a8e1c29"
"There is no solid proof of who built the Taj Mahal.","fact","djtech.net","","e76bfdc9065060afc31a62765b09ffbc"
"Relative to size, the strongest muscle in the body is the tongue.","fact","djtech.net","","6b6986ea14a1da62ef73b7d3edc391a1"
"Some lions mate over 50 times a day.","fact","djtech.net","","bfafbddd685710386f2a863e81578ba2"
"”Judge Judy” has a $25,000,000 salary, while Supreme Court Justice Ginsberg has a $190,100 salary.","fact","djtech.net","","230aaf3574da9b2944cde184009e2ec7"
"Each of us generates about 3.5 pounds of rubbish a day, most of it paper.","fact","djtech.net","","2fa3f5e4edcbeb2c4b1eba1e7718ba4b"
"One in seven workers in Boston, Massachusetts walks to work.","fact","djtech.net","","e4647e07b87d74f1663b717e461b4ed8"
"The pancreas produces Insulin.","fact","djtech.net","","f0438fa76b4372f93f5bad20c34fb448"
"Truck driving is the most dangerous occupation by accidental deaths (799 in 2001).","fact","djtech.net","","d911837afc55eef9aadab4b5a1c63299"
"Ingrown toenails are hereditary.","fact","djtech.net","","6008fc96c6043c62735183ae5fcf77d4"
"Human thigh bones are stronger than concrete.","fact","djtech.net","","a9f3aa6892b8547b7acbea9485ea71e4"
"Babies are born without kneecaps. They don`t appear until the child reaches 2-6 years of age.","fact","djtech.net","","8b74b2fc295ef251b04b59758039f0eb"
"Sharkskin has tiny tooth-like scales all over.","fact","djtech.net","","e05939cd434f7ac92bdc9fa199ab7572"
"Louisiana's capital building is the tallest one of any U.S. state.","fact","djtech.net","","485fdd1edff986b7aa9a8a9d9f51505b"
"There are 45 miles of nerves in the skin of a human being.","fact","djtech.net","","4f6c30ed3ff3fc7aa447e2ec8dff45ec"
"The “save” icon in Microsoft Office programs shows a floppy disk with the shutter on backwards.","fact","djtech.net","","f4c558ddad6f007aab860ba803fa5877"
"Honking of car horns for a couple that just got married is an old superstition to insure great sex.","fact","djtech.net","","b14130b932d49c03a9394b23d8342f5d"
"The Black Death reduced the population of Europe by one third in the period from 1347 to 1351.","fact","djtech.net","","b8177a513f06831a0f267041f80ffbdf"
"Worcestershire sauce in essentially an Anchovy Ketchup.","fact","djtech.net","","0e8939433929027d62bad82817e01fe8"
"Lorne Greene had one of his nipples bitten off by an alligator while he was host of ""Lorne Greene`s Wild Kingdom.""","fact","djtech.net","","59d1978ea987b4c3187f2d4181cacd05"
"Until 1997, there were more pigs than people in Denmark.","fact","djtech.net","","d6f520028d637823d5cf58a5b9575e00"
"Stephen Hawking was born exactly 300 years after Galileo died.","fact","djtech.net","","4b5732498be911ea55d4576fd86f59d7"
"The site with the highest number of women visitors between the age of 35 and 44 years old: Alka-Seltzer.com","fact","djtech.net","","33b08091c6a3d5b87d048cf58522f8fd"
"Lawn darts are illegal in Canada.","fact","djtech.net","","804a39e42d7ea192bacd2b885554376a"
"The surface of the Earth is about 60% water and 10% ice.","fact","djtech.net","","c21c95a35b3fecfd99bc6e79aea65ba3"
"There is actually no danger in swimming right after you eat, though it may feel uncomfortable.","fact","djtech.net","","11ae3d69e4576f90bfdec427e26e2348"
"Venus and Uranus are the only planets that rotate opposite to the direction of their orbit.","fact","djtech.net","","14a5bc8122ab8daf0f366cf1ad1b363c"
"It takes the stomach an hour to break down cows’ milk.","fact","djtech.net","","789199e9fc6514b5542b2cc7171b89dd"
"No word in the English language rhymes with ""MONTH"".","fact","djtech.net","","14be8ed89590433266100633ad9ad2ee"
"Tom Sawyer was the first novel written on a typewriter.","fact","djtech.net","","4fcc23a13d73613ce81926845a62283f"
"In “Silence of the Lambs”, Hannibal Lector (Anthony Hopkins) never blinks.","fact","djtech.net","","45e8c4b1a61c83713242dfe62716c60b"
"Venus is the only planet that rotates clockwise.","fact","djtech.net","","4661c1441364931c9836f619e49ecb70"
"Jamaica has the most churches per square mile than any other country in the world.","fact","djtech.net","","318bc58026c7c6d75e9ed59b28af83a4"
"Mel Blanc (the voice of Bugs Bunny) was allergic to carrots.","fact","djtech.net","","62516dd4ec8fc4e3289ee971316bd155"
"Between 2 and 3 jockeys are killed each year in horse racing.","fact","djtech.net","","e7927680a66cf2bd83dafde7bfdc3248"
"The first toilet ever seen on television was on ""Leave It to Beaver.""","fact","djtech.net","","9fb1355675742af34f3fd22daffa11b4"
"There are more donut shops in Canada per capita than any other country.","fact","djtech.net","","27f94d27598c6b66ea5a80736ce8abed"
"You share your birthday with at least 9 million other people in the world.","fact","djtech.net","","58dc0bd76b9a38724fd0d31233afc919"
"There are more than 10 million bricks in the Empire State Building!","fact","djtech.net","","5db4693ed3350b11ddd4366783cc8eec"
"A cockroach can live several weeks with its head cut off!","fact","djtech.net","","cda2bcc203613cf65d0f4ca6f76113be"
"All of the clocks in the movie ""Pulp Fiction"" are stuck on 4:20, a national pot-smokers hour.","fact","djtech.net","","e910d3f3992091f97c145ea0bf8c4ca9"
"They NEVER said “Beam me up, Scotty” on Star Trek.","fact","djtech.net","","af9a7667cdc606c9aa0afc44d5f80795"
"Columbia University is the second largest landowner in New York City, after the Catholic Church.","fact","djtech.net","","8a1bf3995d936372d82dd8aabdadc3a3"
"The most common street name in the U.S. is Second Street.","fact","djtech.net","","ee9963476ac14791751f095e554d7bf2"
"A rhinoceros horn is made of compacted hair.","fact","djtech.net","","84ec06fb3d8dff9ee72f43fa76a98eb7"
"Nutmeg is extremely poisonous if injected intravenously.","fact","djtech.net","","145c93a8a9cf48b81202a02493e22acc"
"In space, astronauts cannot cry, because there is no gravity, so the tears can't flow.","fact","djtech.net","","5bd4f54687b844e2ced4cc070a9a81bb"
"The odds of being born male are about 51.2%, according to census.","fact","djtech.net","","ed36e8506561a042bf9381a3e11597eb"
"Greece's national anthem has 158 verses.","fact","djtech.net","","e1c516d377d816511868c0d13eefd163"
"The official beverage of Ohio is tomato juice.","fact","djtech.net","","4b4828c5e4dd2e7da0d746a01441d044"
"Icelanders consume more Coca-Cola per Capita than any other nation.","fact","djtech.net","","3f4ef388f00f229c30c7560ea23ea6d9"
"Some individuals express concern sharing their soap, rightly so, considering 75% of all people wash from top to bottom.","fact","djtech.net","","44d1737e9349874850ba7eeacb7c1889"
"Butte County, South Dakota is the geographical center of the U.S.","fact","djtech.net","","b07d87e72463ee88bda941bc42890c85"
"The 57 on the Heinz ketchup bottle represents the number of pickle types the company once had.","fact","djtech.net","","51ca37a7f7fde2bcb0392c6d6d63fe45"
"Michigan was the first state to have roadside picnic tables.","fact","djtech.net","","dbfc5a9f3953c0fc7a3de160bf4a16e8"
"Between 25% and 33% of the population sneeze when exposed to light.","fact","djtech.net","","ed25484f65618f27529c091f4bb821c2"
"When we think of Big Ben in London, we think of the clock. Actually, it's the bell.","fact","djtech.net","","88e8bfca10ac3009a5f1425c1f24d9f9"
"In eighteenth-century English gambling dens, there was an employee whose only job was to swallow the dice if there was a police raid.","fact","djtech.net","","8411fddb7e2954c9cbaf6b405120fa83"
"The most sensitive cluster of nerves is at the base of the spine.","fact","djtech.net","","37db001295d20d6742c82f3f3993b4fb"
"In a test performed by Canadian scientists, using various different styles of music, it was determined that chickens lay the most eggs when pop music was played.","fact","djtech.net","","8f969af6af44f6dd9b99f0eb054e5336"
"Rubber bands last longer when refrigerated.","fact","djtech.net","","75acf4251889c7bca953e72d3256f535"
"The Automated Teller Machine (ATM) was introduced in England in 1965.","fact","djtech.net","","e761f8aa4d4a432a23d9e47d5d2a85ec"
"God is not mentioned once in the book of Esther.","fact","djtech.net","","fca9bbb8d7e7685533ff48aa2c4418f9"
"NBA superstar Michael Jordan was originally cut from his high school basketball team.","fact","djtech.net","","67f7ce58134fb4db777af97b8d9acf0e"
"A giraffe can clean its ears with its 21-inch tongue!","fact","djtech.net","","8407ae6499f806a54a675a1d69136ad0"
"Starfish have no brains.","fact","djtech.net","","612127e6611d1c66d8eb933907abdecb"
"Van Gogh only sold one painting when he was alive.","fact","djtech.net","","91276255ba07e327846576a723f9046a"
"The katydid bug hears through holes in its hind legs!","fact","djtech.net","","b5833ab95be2b2e20176d39ee50800ca"
"Arizona was the last of the 48 adjoining continental states to enter the Union.","fact","djtech.net","","16ecbda3be115395a0bfafb8db5b36b7"
"Everyday, more money is printed for Monopoly sets than for the U.S. Treasury.","fact","djtech.net","","5eece968f7e27bb286edf40371fae2ea"
"Giraffes and rats can last longer without water than camels.","fact","djtech.net","","6ae6e85c2403f3dc31f53c504fe9e89d"
"US gold coins used to say “In Gold We Trust”.","fact","djtech.net","","5f048654915ace42c3ab2c246fdc2457"
"The word ""samba"" means ""to rub navels together.""","fact","djtech.net","","700200e99c39d94db10b340acc3ed9cd"
"“Canada” is an Indian word meaning “Big Village”.","fact","djtech.net","","ab2e36b2d8eb8791a73157b5a1dd18e7"
"More people speak English in China than the United States.","fact","djtech.net","","3a9860a2304de07d8143efe1108733aa"
"The phrase ""rule of thumb"" is derived from an old English law, which stated that you couldn`t beat your wife with anything wider than your thumb.","fact","djtech.net","","767cc2a2415bfc9405ad769e5deb0d48"
"In France, a five year old child can buy an alcoholic drink in a bar","fact","djtech.net","","7ca1e5dd5ab95ec56fcd4f9d61f8a0d9"
"The sun is 330,330 times larger than the earth.","fact","djtech.net","","988e569f40162d7257012bb1462647ec"
"13% of Americans actually believe that some parts of the moon are made of cheese.","fact","djtech.net","","bb551ba64c723bc76db78f1860abb264"
"In medieval France, unfaithful wives were made to chase a chicken through town naked.","fact","djtech.net","","6064df56adfae9cdca9cc428312343be"
"James Bond`s car had three different license plates in Goldfinger","fact","djtech.net","","4dba7ea68b06030dfd95fc40e3b73fa1"
"The international telephone dialing code for Antarctica is 672.","fact","djtech.net","","25219d0ae72f19565c631a851b1887d2"
"One quarter of the bones in your body are in your feet.","fact","djtech.net","","3197bc1e452331d2408c661be1be7748"
"Dr. Kellogg introduced Kellogg`s Corn Flakes in hopes that it would reduce masturbation.","fact","djtech.net","","de1b010f76b39dec9a87dcdea133e1e1"
"About 500 movies are made in the US and 800 in India annually.","fact","djtech.net","","0215049a1fcbb4a4336400204649b831"
"There are over 58 million dogs in the US","fact","djtech.net","","06ebc654e87e8fc4630233516161234f"
"On average, 12 newborns will be given to the wrong parents every day.","fact","djtech.net","","a2a24f04aa34e0030c2a5a00b3c6da2c"
"Cher's last name was ""Sarkissian."" She changed it because no one could pronounce it.","fact","djtech.net","","2860fc15e32e8656fc92bc5a8836166d"
"Rugby, North Dakota is the geographical center of North America.","fact","djtech.net","","9173944d82793496d7c2e7eb917c3d29"
"The word “lethologica” describes the state of not being able to remember the word you want.","fact","djtech.net","","8c454f7bb4109f0fa28371ce039aabcb"
"Recycling one glass jar, saves enough energy to watch T.V for 3 hours!","fact","djtech.net","","f9be0d74e1189d5d2ed9b3333d42c17b"
"The pop you hear when you crack your knuckles is actually a bubble of gas burning.","fact","djtech.net","","79fe15222cb182783c5d3e133285a872"
"One of the reasons marijuana is illegal today is because cotton growers in the 1930s lobbied against hemp farmers they saw it as competition.","fact","djtech.net","","8b381465316830b8f9655efea3346ce4"
"Dueling is legal in Paraguay as long as both parties are registered blood donors.","fact","djtech.net","","21fff753aba0a421046a641a0d1f07cf"
"Jim Morrison, of the 60's rock group The Doors, was the first rock star to be arrested on stage.","fact","djtech.net","","8979610b33fee20bce8b6555fab5103b"
"Frank Lloyd Wright's son invented Lincoln Logs.","fact","djtech.net","","6ef97e2dfd900ab18c1a0f2f0513780a"
"Illinois has the highest number of personalized license plates than any other state.","fact","djtech.net","","c36f46b0bfb4bc410c0e06ecb2f9a134"
"Mr. Rogers was an ordained Presbyterian minister.","fact","djtech.net","","f5a57b1983ace15ecb36554c1f69ba66"
"It is illegal to eat oranges while bathing in California.","fact","djtech.net","","f0869c29a2557f7055a284bf76ae0cb2"
"The the U.S. you dial `911`. In Stockholm, Sweden you dial 90000","fact","djtech.net","","cdbcd0f3ff412f2f32c0e8cfef3a7a66"
"Ants closely resemble human manners:  When they wake, they stretch & appear to yawn in a human manner before taking up the tasks of the day.","fact","djtech.net","","10b55351a154e956c450633ec10aa188"
"The following sentence: `A rough-coated, dough-faced, thoughtful ploughman strode through the streets of Scarborough; after falling into a slough, he coughed and hiccoughed.` Contains the nine different pronunciations of ""ough"" in the English Language.","fact","djtech.net","","39472c26139db6af54df2f490386ad95"
"Honeybees have a type of hair on their eyes!","fact","djtech.net","","2d3c894edcfdf19b8a94f7473ee1e3fe"
"Wearing headphones for just an hour will increase the bacteria in your ear by 700 times.","fact","djtech.net","","cfa6afb1a9f05322c0681aec643df008"
"A shark is the only fish that can blink with both eyes.","fact","djtech.net","","6d91707d7ccb2c64ab8067013bd770cd"
"Leonardo Da Vinci invented the scissors.","fact","djtech.net","","26ce38f50c4bd0d6e36c1f011ebac02d"
"There is an average of 61,000 people airborne over the US at any given moment.","fact","djtech.net","","0d251336754958f83013124d32f01a44"
"A pig`s orgasm lasts for 30 minutes.","fact","djtech.net","","20703986d294054ff282e1ee212e3242"
"On average, 100 people choke to death on ballpoint pens every year.","fact","djtech.net","","f4141d9c19dc15d63b1984a5574aab83"
"It`s against the law to doze off under a hair dryer in Florida/against the law to slap an old friend on the back in Georgia/against the law to Play hopscotch on a Sunday in Missouri.","fact","djtech.net","","aac38ec3fc45d931a0080c0d967c3fc9"
"Hawaii is the only coffee producing state.","fact","djtech.net","","8d90b68f161cf539266aa1976bc3f96b"
"Adolf Hitler's mother seriously considered having an abortion but was talked out of it by her doctor.","fact","djtech.net","","9c6a18ea93b2fd1b693f282697ff6b58"
"You can lead a cow upstairs but not downstairs.","fact","djtech.net","","a5144a03bf5f4c1d94d84653ec2dcf5a"
"The first license plate on a car in the United States was issued in Denver, Colorado in 1908.","fact","djtech.net","","075d19639a16815598b50156bbe252e2"
"Sex burns 360 calories per hour.","fact","djtech.net","","1d0110194eccb08cceabf76b74d46100"
"Poland is the ""stolen car capital of the world"".","fact","djtech.net","","ceeb3b7ddbab64a5e385d65531d60959"
"3.9% of all women do not wear underwear.","fact","djtech.net","","2a147fe8e22fea25b5137b9db3894856"
"Shakespeare is quoted 33,150 times in the Oxford English dictionary.","fact","djtech.net","","d5069322ab4170057b4bd3b9578972a7"
"Your stomach needs to produce a new layer of mucus every two weeks or it would digest itself.","fact","djtech.net","","549e6e907701e62e3231d5d51a879675"
"A cat's jaw cannot move sideways.","fact","djtech.net","","26aa4b926eefe4912c60fb6ffd1f24ef"
"Proportional to their size, cats have the largest eyes of all mammals.","fact","djtech.net","","7c7822795e072ed079897292db209d80"
"Shakespeare invented the word ""assassination"" and ""bump.""","fact","djtech.net","","b1ec226fc724088242378476a652e6c9"
"A piece of paper can be folded no more then 9 times.","fact","djtech.net","","06e1d90871c54d5c0d9f6cd2589ff775"
"A shrimp’s heart is in its head.","fact","djtech.net","","8c89308627a69410a8f5e173297bc103"
"Al Capone`s business card said he was a used furniture dealer.","fact","djtech.net","","2ddea86b89a2e7f67e1d29daddb43ba0"
"Women blink nearly twice as much as men.","fact","djtech.net","","98eab9d565ba7750139217cf985a79ed"
"The longest word comprised of one row on the keyboard is: TYPEWRITER","fact","djtech.net","","d3fb5fe7fc6e7273348f5551920b3ad8"
"Coca-Cola was originally green.","fact","djtech.net","","7adc55e4ebe38917acfb3ad19551d47f"
"On a Canadian two dollar bill, the flag flying over the Parliament buildings is an American flag.","fact","djtech.net","","7e69818f45954c67478f6a69069624f7"
"You burn more calories sleeping than you do watching TV.","fact","djtech.net","","6e12cb26f227e31f849c73be00c6ded1"
"Rodent's teeth never stop growing.","fact","djtech.net","","3ce985509b4d7e99b85e232f22876774"
"Nepal is the only country that has a non-rectangular flag. It is also asymmetrical.","fact","djtech.net","","09b449435c7a39ed58f0e2b7fafc662d"
"The Pentagon, in Arlington, Virginia, has twice as many bathrooms as is necessary, because when it was built in the 1940s, the state of Virginia still had segregation laws requiring separate toilet facilities for blacks and whites.","fact","djtech.net","","82c3dc84e2f2025a9138752db5004ece"
"About 200,000,000 M&Ms are sold each day in the United States.","fact","djtech.net","","483bffa84216d70a20b9311cb4b5b6fb"
"315 entries in Webster’s 1996 dictionary were misspelled.","fact","djtech.net","","46fd7d1e1d181f82c9c2e6abca541444"
"Most Egyptians died by the time they were 30 about 300 years ago,","fact","djtech.net","","b44a9ceba68922ec181361c71f77a6e3"
"Americans on average eat 18 acres of pizza every day.","fact","djtech.net","","896e8c617a1f0cfed6d622b4af9e51f6"
"The average talker sprays about 300 microscopic saliva droplets per minute, about 2.5 droplets per word.","fact","djtech.net","","6d9f0396027a46966036c5db605569e1"
"More than 90% of the Nicaraguan people are Roman Catholic.","fact","djtech.net","","32c934112f42f352f639abbaa2305063"
"Each month, there is at least one report of UFOs from each province of Canada.","fact","djtech.net","","df69791df8a67ebd2c88ee182c7dbe11"
"Denver, Colorado lays claim to the invention of the cheeseburger.","fact","djtech.net","","8d58e82bc265a3344cda650b6eed2c01"
"In the average lifetime, a person will walk the equivalent of 5 times around the equator.","fact","djtech.net","","f5991f2e7958885f6238dd9a2b9e5edd"
"A snail can sleep for 3 years.","fact","djtech.net","","e67220eeb0a1eabc1df03fbfb594c563"
"When the French Academy was preparing its first dictionary, it defined ""crab"" as, ""A small red fish, which walks backwards."" This definition was sent with a number of others to the naturalist Cuvier for his approval. The scientist wrote back, ""Your definition, gentlemen, would be perfect, only for three exceptions. The crab is not a fish, it is not red and it does not walk backwards.""","fact","djtech.net","","0f130866f3c312ca1834fb7ab6388c2c"
"One in ten people live on an island.","fact","djtech.net","","7d0593efed8f33e00c4664ab5614a4c2"
"The U.S. city with the highest rate of lightning strikes per capita is Clearwater, Florida.","fact","djtech.net","","a356e526cd81fb1880c68f68145def7f"
"Children grow faster in the springtime.","fact","djtech.net","","9584ec9082990c84266621f61616c10c"
"The cruise liner, Queen Elizabeth II, moves only six inches for each gallon of diesel that it burns.","fact","djtech.net","","3e7035ed2e68edb6d93eca3acd067916"
"Celery has negative calories! It takes more calories to eat a piece of celery than the celery has in it.","fact","djtech.net","","f2e92a6588058c8d14487fb0c26a3f34"
"The average person spends 12 weeks a year `looking for things`.","fact","djtech.net","","86ba234e46c9b77966602f89438a0894"
"The highest per capita Jell-O comsumption in the US is Des Moines.","fact","djtech.net","","76ea49bfded6fd56c9b2b154519e0368"
"The plastic things on the end of shoelaces are called aglets.","fact","djtech.net","","198f847dd3fd7b265d859083da6fef68"
"The mask worn by Michael Myers in the original ""Halloween"" was actually a Captain Kirk mask painted white.","fact","djtech.net","","35aaa6ebc3ac1719dca8f0ef47699588"
"Dolphins sleep with one eye open!","fact","djtech.net","","11019ab41d0669f3848468060c5322b2"
"A mole can dig a tunnel 300 feet (91 m) long in just one night.","fact","djtech.net","","5147ff57714d01c8e4ed5b4bb7cb3d9e"
"Sherlock Holmes NEVER said, ""Elementary, my dear Watson.""","fact","djtech.net","","a221d97b75da107595f82f9a68850818"
"The flea can jump 350 times its body length. It's like a human jumping the length of a football field.","fact","djtech.net","","e429024b2563a0254fc247cf4b823c3d"
"IBM’s motto is “Think”. Apple later made their motto “Think different”.","fact","djtech.net","","8d55182a374b3c421e453b62e1aabaed"
"Researchers at the Texas Department of Highways in Fort Worth determined the cow population of the U.S. burps some 50 million tons of valuable hydrocarbons into the atmosphere each year.  The accumulated burps of ten average cows could keep a small house adequately heated and its stove operating for a year.","fact","djtech.net","","1703d12a302fe7f757a149cef45341dc"
"""Go."" is the shortest complete sentence in the English language.","fact","djtech.net","","41b0bf7492ed9418f894ccda40da157e"
"The longest recorded flight  of a chicken is 13 seconds","fact","djtech.net","","9b1bd6094b9c3784c99f43bcd454f08d"
"The longest one-syllable word in the English language is ""screeched.""","fact","djtech.net","","b9629a67d9ee16de3d9066a6ab289be6"
"There are more plastic flamingos in the U.S that there are real ones.","fact","djtech.net","","134854ab8504d3d5bafa7a0f0686c8cb"
"The only nation whose name begins with an ""A"", but doesn`t end in an ""A"" is Afghanistan.","fact","djtech.net","","a4bd66605d8268469ae8bd0e57903648"
"In Vermont, the ratio of cows to people is 10:1","fact","djtech.net","","ee59ae25da83bd38dc1494cf221bc798"
"Elephants only sleep for two hours each day.","fact","djtech.net","","350b98fe8b36f95bb5339e5baf56deea"
"Vatican City is the smallest country in the world, with a population of 1000 and just 108.7 acres.","fact","djtech.net","","664ce48fc6c06c79f30e153cb5332a37"
"The S in Harry S. Truman did not stand for anything.","fact","djtech.net","","78824c7bc4daa0a24607fbeeb24f26e8"
"In Utah, it is illegal to swear in front of a dead person.","fact","djtech.net","","9ddae9def4ccd546a14a42c3c389059c"
"There are more than 40,000 characters in the Chinese script.","fact","djtech.net","","8cf7658aa3e2405443f1d7dfef82b611"
"An Olympic gold medal must contain 92.5 percent silver","fact","djtech.net","","3d2e6b69aa52fb5562b8c272c92623d1"
"Deborah Winger did the voice of E.T.","fact","djtech.net","","96ca9ba4357f54e3b02c7a08fb1b9c72"
"Mexico City sinks about 10 inches a year","fact","djtech.net","","050a6a910648f402b5bf4cc785e37cc5"
"During a severe windstorm or rainstorm the Empire State Building sways several feet to either side.","fact","djtech.net","","06490161dca519171f50e98a22861b2e"
"98% of Japanese are cremated.","fact","djtech.net","","8306ce1e4b664e4e679b27fe43147e30"
"To ""testify"" was based on men in the Roman court swearing to a statement made by swearing on their testicles.","fact","djtech.net","","02efb12f344d42d6d8c492928fd1f622"
"The scene where Indiana Jones shoots the swordsman in Raider’s of the Lost Ark was Harrison Ford's idea so that he could take a bathroom break.","fact","djtech.net","","0a3172ba7bcfb57e8588f933e028f93d"
"Emus and kangaroos can't walk backwards.","fact","djtech.net","","1b29422e6e671a05ae2cb02a85da1148"
"In England, the Speaker of the House is not allowed to speak.","fact","djtech.net","","c67ee2b7913742a96247227dc9ac58b2"
"A `jiffy` is a unit of time for 1/100th of a second.","fact","djtech.net","","335d938ce8c16d88d6e5189c9b533666"
"The fingerprints of koala bears are virtually indistinguishable from those of humans, so much so that they can be easily confused at a crime scene.","fact","djtech.net","","e8c3adb1c3917b5e825699daf2a3ff30"
"Grapes explode when you put them in the microwave. Go on, try it then","fact","djtech.net","","027cfb79bb35ac1fedc72ccc93eb0639"
"A whale`s penis is called a dork.","fact","djtech.net","","cdd8948260dc2cac61f1420d7ff2f674"
"The average lead pencil will draw a line 35 miles long or write approximately 50,000 English words.","fact","djtech.net","","e418fb67d83dba636b60d8638b40ea89"
"Peter Falk, who played ""Columbo,"" has a glass eye.","fact","djtech.net","","505db7010aad6338ff9e2ec41cdc1e24"
"The name Wendy was made up for the book Peter Pan. There was never a recorded Wendy before it.","fact","djtech.net","","5fc7b3ddbee644d8fec458e6bf4040aa"
"The giant squid has the largest eyes in the world.","fact","djtech.net","","4221d347c862ef3cbf5c198b596acb2e"
"Over 60% of all those who marry get divorced.","fact","djtech.net","","3d39a4f12709f4278dfef17e2b96616b"
"In a lifetime the average human produces enough quarts of spit to fill 2 swimming pools.","fact","djtech.net","","0cbd0eb26cf1b0f247c32417bcfc74b5"
"More than 50% of the people in the world have never made or received a telephone call.","fact","djtech.net","","80b1cb45dc3834f8b0e7d4cf86baab2d"
"Eating the heart of a male Partridge was the cure for impotence in ancient Babylon.","fact","djtech.net","","99fff29ba89bb27f2f67be85d4bf4651"
"Sex is the safest tranquilizer in the world. IT IS 10 TIMES MORE EFFECTIVE THAN VALIUM.","fact","djtech.net","","9dcd555fe9c8b114f2d9b5c8246c131c"
"Chewing gum while peeling onions will keep you from crying.","fact","djtech.net","","778cfad6ced9570e7a75ea9b39c0db48"
"The average raindrop falls at 7 miles per hour.","fact","djtech.net","","0820a43ad03013b45a026942940655a2"
"Winston Churchill was born in a ladies room during a dance.","fact","djtech.net","","35b1812cf18b0c4135bf00c9369378aa"
"`Obsession` is the most popular boat name.","fact","djtech.net","","6df415f6379dc42d110a6e5353b1da41"
"A snail can sleep for three years.","fact","djtech.net","","9869863bb726662d0cca505b812d7d74"
"The ZIP in “ZIP code” means Zoning Improvement Plan.","fact","djtech.net","","dce48566a17c5efe750bba7c11acb7a8"
"$283,200 is the absolute highest amount of money you can win on Jeopardy.","fact","djtech.net","","e703531841d4527fda597eaf0e16944e"
"Shakespeare invented the words “assassination” and “bump.”","fact","djtech.net","","6c56d6f34efcc1be999f2cd5c4ca392e"
"The Black Widow spider eats her mate during or after sex.","fact","djtech.net","","c825b6201944a99734d34dd13e01b83b"
"Almonds are a member of the peach family.","fact","djtech.net","","5e3edfb6903a99f0c970d02e84fd75f4"
"On average, people fear spiders more than they do death.","fact","djtech.net","","397c76c546834fadda7d25f9b8b47653"
"The highest point in Pennsylvania is lower than the lowest point in Colorado.","fact","djtech.net","","a68a8f8061c73bb7697c2fc5204d70dc"
"On average, 100 people choke to death on ball-point pens every year.","fact","djtech.net","","ccefc007cb5128020bfd5b92e2b5f3a0"
"Mosquito repellents don`t repel. They hide you. The spray blocks the mosquito`s sensors so they don`t know you`re there.","fact","djtech.net","","5fccb4af2555a8e046df5b5039a9b37e"
